id,comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен,Плохой отзыв,rating
3887002,татьяна спасибо,0,0,0,0,1,0,2
3887203,на вопрос ответили крепления нельзя повесить в колясочной,0,0,0,0,1,0,2
3887228,большое спасибо,0,0,0,0,1,0,2
3887353,лучший,0,0,1,0,1,0,5
3887358,спасибо за оперативность,1,0,0,0,1,0,5
3887389,спасибо,0,0,0,0,1,0,2
3887392,спасибо за то что быстро отреагировали,1,0,0,0,1,0,5
3887422,сервис на высоте мастер профессионал,0,1,1,0,1,0,8
3887496,спасибо,0,0,0,0,1,0,2
3887525,спасибо большое,0,0,0,0,1,0,2
3887606,ок,0,0,0,0,1,0,2
3887614,надолго ли,0,0,0,0,1,0,2
3887616,надолго ли,0,0,0,0,1,0,2
3887743,спасибо все работает,0,0,1,0,1,0,5
3887791,спасибо большое,0,0,0,0,1,0,2
3887832,спасибо,0,0,0,0,1,0,2
3887844,заявка выполнена спасибо,0,0,0,0,1,0,2
3887922,дверь закрывается намного лучше,0,0,0,0,1,0,2
3888009,спасибо за быстрое реагирование,1,0,0,0,1,0,5
3888318,оперативно сработали благодарю,1,0,1,0,1,0,8
3888320,спасибо большое,0,0,0,0,1,0,2
3888354,спасибо сантехнику алексею все сделано качественно,0,0,0,0,1,0,2
3888539,огромное человеческое спасибо за оперативность выполнения работы нашему дежурному сантехнику прибывшему в воскресенье через 20 минут после написания заявки все решилось наилучшим образом вот так бы все вопросы оперативно решались,1,0,0,0,1,0,5
3888591,очень оперативно и никуда не пришлось ходить,1,0,0,0,1,0,5
3888606,проблема решена,0,0,0,0,1,0,2
3888633,очень оперативно отреагировали спасибо,1,0,0,0,1,0,5
3888794,оперативно качественно вопросов не возникло спасибо,1,0,0,0,1,0,5
3888811,быстро,1,0,0,0,1,0,5
3888828,благодарю за оперативность,1,0,0,0,1,0,5
3889213,спасибо за оперативное решение проблемы,1,0,0,1,1,0,8
3889473,оперативная работа,0,0,1,0,1,0,5
3889502,оперативное решение проблемы,1,0,0,1,1,0,8
3889542,первый раз вы решили вопрос быстро,1,0,0,0,1,0,5
3889737,надолго ли,0,0,0,0,1,0,2
3889783,отлично спасибо,0,0,0,0,1,0,2
3889827,спасибо большое татьяна,0,0,1,0,1,0,5
3889866,спасибо,0,0,0,0,1,0,2
3889956,лучший мастер на свете спасибо большое,1,0,1,0,1,0,8
3890030,спасибо большое что починили домофон,0,0,1,0,1,0,5
3890209,отличная работа,0,0,1,0,1,0,5
3890231,спасибо огромное за помощь,0,0,1,0,1,0,5
3890239,обычная услуга цена правда завышена за около 10ти минут работы,0,0,0,0,1,0,2
3890275,отличная работа теперь дверь закрывается плавно спасибо,0,0,1,0,1,0,5
3890303,спасибо,0,0,0,0,1,0,2
3890389,спасибо большое,0,0,1,0,1,0,5
3890393,все супер быстро спасибо,1,0,0,0,1,0,5
3890484,оперативно спасибо,1,0,0,0,1,0,5
3890486,супер,0,0,1,0,1,0,5
3890512,спасибо,0,0,0,0,1,0,2
3890517,молодцы оперативно,1,0,0,1,1,0,8
3890604,вопрос решился быстро спасибо,1,0,0,0,1,0,5
3890656,спасибо,0,0,0,0,1,0,2
3890678,александру спасибо за объяснение причины бульканья,0,0,0,1,1,0,5
3890716,спасибо всё быстро,1,0,0,0,1,0,5
3890952,спасибо,0,0,0,0,1,0,2
3890985,спасибо исправили мою ошибку,0,0,0,0,1,0,2
3891095,мастер сделал все очень быстро и аккуратно,1,0,1,0,1,0,8
3891173,спасибо,0,0,0,0,1,0,2
3891188,спасибо за оперативность,1,0,0,0,1,0,5
3891298,спасибо,0,0,0,0,1,0,2
3891325,очень вежливый и профессиональный мастер устранил все недочеты оперативно и качественно просто отлично спасибо,1,0,1,0,1,0,8
3891380,иван огромное спасибо вам,0,0,1,0,1,0,5
3891477,среагировали за 20 минут,1,0,0,0,1,0,5
3891489,спасибо специалисту роману который помог мне наконецто решить мой вопрос очень грамотный и вежливый специалист,0,0,0,0,1,0,2
3891568,спасибо в тот же день электрик решил проблему,0,0,0,0,1,0,2
3891612,лифт и полы помыли большое спасибо за уборку ждём установку зеркал в лифтах,0,0,0,0,1,0,2
3891740,спасибо,0,0,0,0,1,0,2
3891850,да все верно спасибо,0,0,0,0,1,0,2
3891871,спасибо всё бистро устранили,1,0,0,0,1,0,5
3891943,спасибо вроде бы стало лучше,0,0,0,0,1,0,2
3892115,спасибо большое за вашу быструю и профессиональную помощь,0,1,0,0,1,0,5
3892189,все быстро не смотря на поздний час,1,0,0,0,0,1,3
3892247,спасибо,0,0,0,0,1,0,2
3892258,спасибо,0,0,0,0,1,0,2
3892271,спасибо,0,0,0,0,1,0,2
3892432,ответ был предоставлен оперативно и в полном объеме,1,0,0,0,1,0,5
3892474,спасибо огромное напор стал отличным,0,0,0,0,1,0,2
3892541,спасибо,0,0,0,0,1,0,2
3892548,спасибо там правда все убрали и стало прям чисто если можете еще отмыть пятна чегото буду очень вам признателен возможно там нужна не только тряпка,0,0,0,0,1,0,2
3892589,сделали,0,0,0,0,1,0,2
3892591,спасибо мастеру сергею за четкую работу,0,0,1,0,1,0,5
3892629,наконец то очень надеюсь что через 2 дня он не встанет снова,0,0,0,0,1,0,2
3892632,благодарим очень оперативно,1,0,0,0,1,0,5
3892659,быстро мастеру большое спасибо,1,0,1,0,1,0,8
3892748,вопрос решен быстро спасибо мастеру фото выполненной работы приложил и даже позвонил,1,0,1,0,1,0,8
3892858,главное что проблема решена спасибо,0,0,0,0,1,0,2
3892909,спасибо все сделали быстро очень вежливые сотрудники,1,0,1,0,1,0,8
3892910,спасибо что решили проблему оперативно,1,0,0,0,1,0,5
3893074,оперативно внимательно вежливо спасибо,1,0,0,0,1,0,5
3893110,спасибо всё оперативно сделали,1,0,0,0,1,0,5
3893437,была распечатана бумажная квитанцияхочу поблагодарить работника расчетного отдела за разьяснения по квитанции и как найти электронный вариант квитанции в приложение самолетук,0,0,1,0,1,0,5
3893476,заявка быстра принята в работу проблема решена спасибо,0,1,0,0,1,0,5
3893532,молодцы быстро,1,0,0,0,1,0,5
3893660,спасибо,0,0,0,0,1,0,2
3893735,спасибо большое за оперативность,1,0,0,0,1,0,5
3893847,благодарю,0,0,0,0,1,0,2
3893860,спасибо большоевсех благ и процветание вашей компании,0,1,0,0,1,0,5
3893967,спасибо электрику,0,0,0,0,1,0,2
3894014,спасибо,0,0,0,0,1,0,2
3894023,спасибо,0,0,0,0,1,0,2
3894064,всё грамотно по полочкам объяснил,0,0,1,0,1,0,5
3894130,благодарю за быстро и качественно оказанную услугу,1,0,0,0,1,0,5
3894191,спасибо за оперативное решение вопроса,1,0,0,1,1,0,8
3894264,спасибо,0,0,0,0,1,0,2
3894294,спасибо,0,0,0,0,1,0,2
3894326,огромное спасибо быстро и качественно,1,0,0,0,1,0,5
3894383,спасибо,0,0,0,0,1,0,2
3894419,спасибо большое за оперативность,1,0,0,0,1,0,5
3894423,спасибо большое,0,0,0,0,1,0,2
3894439,спасибо,0,0,0,0,1,0,2
3894440,спасибо за ремонт,0,0,0,0,1,0,2
3894680,благодарю менеджера татьяну,0,0,1,0,1,0,5
3894684,благодарю менеджера,0,0,1,0,1,0,5
3894714,сотрудники молодцы,0,0,1,0,1,0,5
3894876,большое спасибо,0,1,0,0,1,0,5
3894890,большое спасибо,0,1,0,0,1,0,5
3894893,оперативно и качественно браво,1,0,0,1,1,0,8
3894902,спасибо огромное оперативно и качественно решили проблему,1,0,0,0,1,0,5
3894919,сделали,0,0,0,0,1,0,2
3894947,спасибо,0,0,0,0,1,0,2
3895024,спасибо за оперативность,1,0,0,0,1,0,5
3895042,поднималась сегодня с утра запаха нет совсем спасибо большое,0,0,0,0,1,0,2
3895051,специалист проконсультировал сориентировал по срокам,0,0,1,0,1,0,5
3895064,спасибо быстро и качественно,1,0,0,0,1,0,5
3895084,спасибо,0,0,0,0,1,0,2
3895126,спасибо,0,0,0,0,1,0,2
3895181,спасибо за оперативность,1,0,0,0,1,0,5
3895221,все отлично спасибо,0,0,0,0,1,0,2
3895423,спасибо большое,0,0,0,0,1,0,2
3895493,спасибо большое,0,0,0,0,1,0,2
3895519,быстро и оперативно,1,0,0,0,1,0,5
3895561,спасибо,0,0,0,0,1,0,2
3895566,все отлично,0,0,0,0,1,0,2
3895624,оперативно пока работает,1,0,1,0,1,0,8
3895634,лика спасибо вам за оперативный ответ и подробные разъяснения по работе с приложением,0,0,0,0,1,0,2
3895642,спасибо большое,0,0,0,0,1,0,2
3895794,отличный сотрудник,0,0,1,0,1,0,5
3895805,спасибо мастеру олегу,0,0,1,0,1,0,5
3895874,для точной оценки нужно пережить зиму и понять лучше стало или нет,0,0,0,0,1,0,2
3895925,спасибо большое за оперативность уже оценили песочек очень хороший чистый дети были очень рады что в песочнице достаточное количество песка,1,0,0,0,1,0,5
3896179,быстрокачественно,1,0,0,0,1,0,5
3896191,спасибо большое всё решили быстро,1,0,0,0,1,0,5
3896230,оперативно быстро,1,0,0,0,1,0,5
3896394,спасибо,0,0,0,0,1,0,2
3896480,оказали не только услугу по приобретению ключано ещё установили приложение ук самолёт,0,0,0,0,1,0,2
3896509,приходил мастер все отрегулировал большое спасибо,0,0,1,0,1,0,5
3896614,оперативно,1,0,0,0,1,0,5
3896717,спасибо за консультацию,0,0,0,0,1,0,2
3896735,парни установщики отработали на 5 а вот упаковка не очень тк не полный комплект фурнитуры отсутствовали в комплекте нижняя ответка пришлось колхозить и отпиливать кусок от старой ответки а также шурупы отсутствовали,0,0,1,0,1,0,5
3896818,спасибо всё хорошо,0,1,0,0,1,0,5
3896822,все ок,0,0,0,0,1,0,2
3896870,сразу бы так,0,0,0,0,1,0,2
3896928,ответ получен спасибо что результатом стало уточнение и меня поняли,0,0,0,0,1,0,2
3896945,благодарю за обратную связь за возможность добавить необходимый документ в лк приложения и тем самым решить вопрос не посещая клиентский офис при звонке было вежливое доброжелательное отношение,0,0,0,0,1,0,2
3896981,прислали на следующий день,0,0,0,0,1,0,2
3897000,очень быстро отреагировали работа качественная,1,0,1,0,1,0,8
3897003,ну устранено,0,0,0,0,1,0,2
3897016,спасибо за подсказки и внимательное отношение,0,0,0,0,1,0,2
3897067,сантехник связался сразу вопрос решен,0,0,0,0,1,0,2
3897113,спасибо технику,0,0,0,0,1,0,2
3897118,благодарю всё отлично,0,0,0,0,1,0,2
3897184,спасибо,0,0,0,0,1,0,2
3897192,спасибо,0,0,0,0,1,0,2
3897201,сантехник был,0,0,0,0,1,0,2
3897252,подсказали куда обратиться для решения вопроса,0,0,0,0,1,0,2
3897281,спасибо большое за информацию татьяна молодец,0,0,0,0,1,0,2
3897654,электрик пришёл в день обращения снял показания счеткик работает сотрудник вежливый благодарю,0,0,1,0,1,0,5
3897730,все было сделано быстро и качественно,1,0,0,0,1,0,5
3897737,все было сделано быстро и качественно,1,0,0,0,1,0,5
3897741,все было сделано быстро и качественно,1,0,0,0,1,0,5
3897826,спасибо,0,0,0,0,1,0,2
3897831,напор стал гораздо сильнее небо и земля быстро поняли причину слабого напора спасибо,1,0,0,0,1,0,5
3898045,спасибо за вашу работу вычислить бы кто вырвал предыдущий доводчик и наказать а вам спасибо,0,0,0,0,1,0,2
3898232,да открыла спасибо,0,0,0,0,1,0,2
3898417,быстро позвонили пришли все сделалиспасибо,1,0,0,0,1,0,5
3898427,молодцы очень оперативно прям минус одна головная боль,1,0,0,0,1,0,5
3898572,очень быстро качественно спасибо,1,0,0,0,1,0,5
3898709,спасибо большое за разъяснения и за оперативность,1,0,0,0,1,0,5
3898733,спасибо,0,0,0,0,1,0,2
3898761,сотрудники работают на 5 мгновенно обрабатываются заявки ответ поступает сразу и всё решаетсяотличный сервис очень приятно,0,1,1,0,1,0,8
3898762,быстро и понятно,1,0,0,0,1,0,5
3898819,спасибо за консультацию,0,0,0,0,1,0,2
3898847,спасибо за оперативность,1,0,0,0,1,0,5
3898925,спасибо,0,0,0,0,1,0,2
3899012,просто и удобно а также быстро и экономия времени и ресурсов,1,0,0,0,1,0,5
3899166,отлично,0,0,0,0,1,0,2
3899751,спасибо,0,0,0,0,1,0,2
3899781,норм,0,0,0,0,1,0,2
3899842,отлично все сделано 5 балов,0,0,0,0,1,0,2
3899902,четвёрка за то что выслали только со второго раза нужную квитанцию,0,0,0,0,1,0,2
3899994,спасибо,0,0,0,0,1,0,2
3900024,отлично,0,0,0,0,1,0,2
3900150,спс,0,0,0,0,1,0,2
3900408,спасибо большое все получила,0,0,0,0,1,0,2
3900525,спасибо очень оперативно,1,0,0,0,1,0,5
3900539,благодарю мастера всё объяснил и дал рекомендации,0,0,1,0,1,0,5
3900559,ребята молодцы,0,0,1,0,1,0,5
3900602,спасибо за оперативное решение,1,0,0,1,1,0,8
3900618,спасибо,0,0,0,0,1,0,2
3900686,спасибо,0,0,0,0,1,0,2
3900690,оперативно спасибо,1,0,0,0,1,0,5
3900869,большое спасибо мастеру,0,0,1,0,1,0,5
3900886,к оказанию самой услуги и сантехнику претензий нет а вот то что отключения происходят регулярно крайне негативно сказывается на впечатление о компании самолет ук,0,0,1,0,1,0,5
3901066,спасибо,0,0,0,0,1,0,2
3901093,спасибо,0,0,0,0,1,0,2
3901101,специалист компетентно объяснил что необходимо сделать таких случаях игорь золотухин,0,0,1,0,1,0,5
3901168,быстро и чётко,1,0,0,0,1,0,5
3901182,всё хорошо,0,1,0,0,1,0,5
3901194,владимир грамотно и здорово и быстро все сделал,1,0,0,0,1,0,5
3901238,отличный сервис,0,1,0,0,1,0,5
3901247,огромное спасибо,0,0,0,0,1,0,2
3901257,спасибо сервис работает это самое главное,0,1,1,0,1,0,8
3901356,все отличнопозвонилиответ предоставили,0,0,0,0,1,0,2
3901414,заявка была отработана в течение 5ти минут благодарю за оперативность,1,0,1,0,1,0,8
3901433,все отлично спасибо,0,0,0,0,1,0,2
3901446,оперативное решение спасибо,1,0,0,1,1,0,8
3901616,татьяна оперативно решила вопросочень отзывчивая,1,0,0,0,1,0,5
3901836,все гуд,0,0,0,0,1,0,2
3901932,все отлично,0,0,0,0,1,0,2
3901987,поприветствовали предложили присесть всё быстро оформили спасибо,1,0,0,0,1,0,5
3902000,спасибо что убрали надпись думал будет аккуратнее,0,0,0,0,1,0,2
3902088,все быстро и четко,1,0,0,0,1,0,5
3902093,добрый день заявка была выполнена качественно сотрудники грамотныеочень вежливые большое им спасибо,0,0,1,0,1,0,5
3902383,спасибо за помощь от подключившихся инженеров,0,0,0,0,1,0,2
3902482,замечательный мастер все очень оперативно и качественно добрый человек с золотыми руками огромное спасибо,1,0,1,0,1,0,8
3902496,благодарю хотя я уже давно просила и получаю на элпочту но почемуто ещё и бумажные получала,0,0,0,0,1,0,2
3902529,вопрос был решен оперативно спасибо большое,1,0,0,0,1,0,5
3902558,молодцы,0,0,0,0,1,0,2
3902632,все ок спасибо,0,0,0,0,1,0,2
3902786,красавцы быстро оперативно очень приятно в общении,1,0,0,0,1,0,5
3902795,хорошее обслуживание,0,0,0,1,1,0,5
3903165,спасибо,0,0,0,0,1,0,2
3903196,спасибо,0,0,0,0,1,0,2
3903218,спасибо за оперативность,1,0,0,0,1,0,5
3903268,спасибо,0,0,0,0,1,0,2
3903272,оперативно как всегда,1,0,0,0,1,0,5
3903277,спасибо,0,0,0,0,1,0,2
3903349,большое спасибо оперативно поставили ограничители,1,0,0,0,1,0,5
3903374,одну звезду сняла за точто отличается цвет плитки,0,0,0,0,1,0,2
3903406,спасибо быстро и оперативно,1,0,0,0,1,0,5
3903436,горячая вода появилась,0,0,0,0,1,0,2
3903453,оперативно спасибо,1,0,0,0,1,0,5
3903479,спасибо за оперативность,1,0,0,0,1,0,5
3903480,спасибо за оперативность,1,0,0,0,1,0,5
3903556,спасибо большое за оперативность,1,0,0,0,1,0,5
3903607,вот теперь молодцы,0,0,0,0,1,0,2
3903626,все отлично бистро устранили мастер хороши,0,0,1,0,1,0,5
3903666,спасибо проблема была решена,0,0,0,0,1,0,2
3903709,спасибо за оперативность и грамотный развёрнутый ответ,1,0,0,0,1,0,5
3903741,спасибо большое заявка выполнена быстро и качественно,1,0,0,0,1,0,5
3903798,огромное спасибо,0,0,0,0,1,0,2
3903951,супер,0,0,0,0,1,0,2
3903997,выполнено быстро и качественно,1,0,0,0,1,0,5
3904073,всё понятно объяснили,0,0,1,0,1,0,5
3904265,большое спасибо василию за проделанную работу,0,0,0,0,1,0,2
3904421,благодарю помогли а то до вас никто не мог решить эту проблему еще раз спасибо,0,0,0,0,1,0,2
3904489,очень оперативно менеджер связался ответил на вопросы и отправил необходимые документы благодарю,1,0,0,0,1,0,5
3904503,быстро отреагировали запустили,1,0,0,0,1,0,5
3904606,спасибо оперативно приняли заявку и отремонтировалилифт работает исправно,1,0,1,0,1,0,8
3904693,оперативно и надежно,1,0,0,0,1,0,5
3904810,отлично,0,0,0,0,1,0,2
3904847,спасибо услуга оказана очень оперативно удобный формат заказала ключ на выходных в понедельник все было готово сотрудники вежливые и внимательные,1,0,1,0,1,0,8
3904911,все супер очень оперативно и профессионально спасибо,1,0,0,0,1,0,5
3904952,спасибо большое,0,0,0,0,1,0,2
3905059,всё быстро и качественно,1,0,0,0,1,0,5
3905086,тот кто выполнял заявку чудо оперативно выполнили спасибо,1,0,0,0,1,0,5
3905337,спасибожду бумажные платежные поручения со следующего месяца,0,0,0,0,1,0,2
3905514,спасибо большое,0,0,0,0,1,0,2
3905720,лучший мастер на свете нужно ему выдать премию,0,0,1,0,1,0,5
3905785,работает спасибо,0,0,1,0,1,0,5
3905786,спасибо электрику оперативно пришёл,1,0,0,0,1,0,5
3905829,спасибо,0,0,0,0,1,0,2
3905983,все отлично,0,0,0,0,1,0,2
3906025,быстро,1,0,0,0,1,0,5
3906032,хотелось что бы каждый месяц присылали квитанцию на почту или в приложении,0,0,0,0,0,1,0
3906048,большое спасибо электрику ситуация была не из простых но он обнаружил проблему и смог ее решить,0,0,0,0,1,0,2
3906126,сантехник молодец устранил утечку воды выше по этажу и в нас перестала течь вода молодец,0,0,1,0,1,0,5
3906279,благодарю,0,0,0,0,1,0,2
3906380,спасибо большое за работу и оперативность,1,0,0,0,1,0,5
3906407,жалко что при оплате счетов через банк в приложении не отображается информация об оплате и приходится загружать квитанции дополнительно и подтверждать факт оплаты,0,0,0,0,0,1,0
3906425,благодарю,0,0,0,0,1,0,2
3906535,все быстро и качественно,1,0,0,0,1,0,5
3906752,спасибо большое жаль что там уже опять намусорили,0,0,0,0,1,0,2
3906774,спасибо,0,0,0,0,1,0,2
3906789,спасибо теперь она закрывается,0,0,0,0,1,0,2
3906906,спасибо,0,0,0,0,1,0,2
3906922,можно было и сразу заявку выполнить не забываете что по периметру несколько контейнеров для пакетов пакеты кончаются быстро значит хозяева убирают за собаками,1,0,0,0,1,0,5
3906976,спасибо большое за оперативностьмир и процветание вашей компании самолет,1,0,0,0,1,0,5
3907117,выше похвал,0,0,0,0,1,0,2
3907127,спасибо,0,0,0,0,1,0,2
3907130,спасибо за оперативность,1,0,0,0,1,0,5
3907258,благодарю за оперативность,1,0,0,0,1,0,5
3907305,спасибо,0,0,0,0,1,0,2
3907354,спасибо,0,0,0,0,1,0,2
3907357,спасибо,0,0,0,0,1,0,2
3907364,очень вежливая и грамотная сотрудница побольше бы таких,0,0,1,0,1,0,5
3907480,спасибо прошу загружать квитанции в личный кабинет без дополнительных запросов,0,0,0,0,1,0,2
3907589,все прекрасно,0,1,0,0,1,0,5
3907664,спасибо,0,0,0,0,1,0,2
3907669,спасибо,0,0,0,0,1,0,2
3907672,все быстро и качественно большое спасибо,1,0,0,0,1,0,5
3907737,спасибо,0,0,0,0,1,0,2
3907792,консультация была проведена профессионально спасибо за разъяснения и рекомендации,0,0,0,0,1,0,2
3907928,спасибо большое что починили дверь зашла без проблем дверь работает отлично,0,0,1,0,1,0,5
3907943,спасибо за оперативность,1,0,0,0,1,0,5
3907973,спасибо,0,0,0,0,1,0,2
3908000,огромное спасибо,0,0,0,0,1,0,2
3908011,спасибо за работу,0,0,0,0,1,0,2
3908377,быстро,1,0,0,0,1,0,5
3908429,спасибо за быстрое решение вопроса лояльность мастера с подбором времени,1,0,1,1,1,0,11
3908490,спасибо за обратную связьнадеюсь в приложении информация обновитьсячто оплата прошла,0,0,0,0,1,0,2
3908568,спасибо,0,0,0,0,1,0,2
3908579,спасибо за четкость и быстроту,1,0,0,0,1,0,5
3908590,консультация и настройка прибора выполнена очень быстро качественно и профессионально спасибо,1,0,0,0,1,0,5
3908733,спасибо,0,0,0,0,1,0,2
3908772,мастер выполнил работу быстро и чисто все отлично,1,0,1,0,1,0,8
3908843,самая лучшая ук спасибо большое за помощь за быструю работу и мгновенную выполнения,0,0,0,0,1,0,2
3908847,спасибо,0,0,0,0,1,0,2
3908929,очень быстро,1,0,0,0,1,0,5
3909050,быстро,1,0,0,0,1,0,5
3909086,спасибо за оперативный ответ,0,0,0,0,1,0,2
3909115,спасибо,0,0,0,0,1,0,2
3909146,очень удобно получать электронную квитанцию давно пора,0,0,0,0,1,0,2
