id,comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен,Плохой отзыв,rating
3884964,Умело подкрутили редукторы давления. Молодец!,0,1,1,0,1,0,8
3885089,"все хорошо,дверь практически бесшумно закрывается",0,1,0,0,1,0,5
3885291,Спасибо ,0,0,0,0,1,0,2
3885807,спасибо),0,0,0,0,1,0,2
3886150,"проблемы как таковой не было, я в процессе поиска страх компании и всего лишь. Спасибо сотрудникам",0,0,1,0,1,0,5
3886231,"быстро, чётко, без проблем. одно слово - мастер! ",1,0,1,0,1,0,8
3886721,Работает. Спасибо!,0,0,1,0,1,0,5
3886923,"сегодня ездил, все исправно работает, спасибо!",0,0,1,0,1,0,5
3886937,"Спасибо большое, всё понятно.",0,0,0,0,1,0,2
3887002,Татьяна спасибо ❤️,0,0,0,0,1,0,2
3887203,На вопрос ответили. Крепления нельзя повесить в колясочной,0,0,0,0,1,0,2
3887228,Большое спасибо!,0,0,0,0,1,0,2
3887353,Лучший ,0,0,1,0,1,0,5
3887358,спасибо за оперативность ,1,0,0,0,1,0,5
3887389,спасибо ,0,0,0,0,1,0,2
3887392,спасибо за то что быстро отреагировали,1,0,0,0,1,0,5
3887422,"Сервис на высоте, мастер - профессионал",0,1,1,0,1,0,8
3887496,спасибо,0,0,0,0,1,0,2
3887525,спасибо большое,0,0,0,0,1,0,2
3887606,ок ,0,0,0,0,1,0,2
3887614,Надолго ли(,0,0,0,0,1,0,2
3887616,Надолго ли(,0,0,0,0,1,0,2
3887743,Спасибо. Все работает,0,0,1,0,1,0,5
3887791,Спасибо большое!,0,0,0,0,1,0,2
3887832,Спасибо!,0,0,0,0,1,0,2
3887844,"заявка выполнена, спасибо.",0,0,0,0,1,0,2
3887922,Дверь закрывается намного лучше.,0,0,0,0,1,0,2
3888009,Спасибо за быстрое реагирование!!!,1,0,0,0,1,0,5
3888318,"Оперативно сработали, благодарю.",1,0,1,0,1,0,8
3888320,спасибо большое,0,0,0,0,1,0,2
3888354,"Спасибо сантехнику Алексею, все сделано качественно ",0,0,0,0,1,0,2
3888539,"Огромное человеческое спасибо за оперативность выполнения работы нашему дежурному сантехнику, прибывшему в воскресенье через 20 минут после написания заявки! Все решилось наилучшим образом! Вот так бы все вопросы оперативно решались!!!",1,0,0,0,1,0,5
3888591,Очень оперативно и никуда не пришлось ходить.,1,0,0,0,1,0,5
3888606,Проблема решена.,0,0,0,0,1,0,2
3888633,Очень оперативно отреагировали! Спасибо!,1,0,0,0,1,0,5
3888794,"оперативно, качественно, вопросов не возникло. Спасибо.",1,0,0,0,1,0,5
3888811,Быстро!,1,0,0,0,1,0,5
3888828,Благодарю за оперативность!,1,0,0,0,1,0,5
3889213,спасибо за оперативное решение проблемы. ,1,0,0,1,1,0,8
3889473,Оперативная работа,0,0,1,0,1,0,5
3889502,оперативное решение проблемы! ,1,0,0,1,1,0,8
3889542,Первый раз вы решили вопрос быстро ,1,0,0,0,1,0,5
3889737,Надолго ли,0,0,0,0,1,0,2
3889783,отлично спасибо ,0,0,0,0,1,0,2
3889827,"спасибо большое, Татьяна.",0,0,1,0,1,0,5
3889866,спасибо ,0,0,0,0,1,0,2
3889956,Лучший мастер на свете 🥰Спасибо большое 🙏,1,0,1,0,1,0,8
3890030,"Спасибо большое, что починили домофон. ",0,0,1,0,1,0,5
3890209,Отличная работа,0,0,1,0,1,0,5
3890231,Спасибо огромное за помощь!,0,0,1,0,1,0,5
3890239,"обычная услуга. Цена, правда, завышена (за около 10ти минут работы). ",0,0,0,0,1,0,2
3890275,отличная работа. теперь дверь закрывается плавно. спасибо. ,0,0,1,0,1,0,5
3890303,спасибо,0,0,0,0,1,0,2
3890389,спасибо большое ,0,0,1,0,1,0,5
3890393,Все супер быстро! Спасибо! ,1,0,0,0,1,0,5
3890484,Оперативно) спасибо,1,0,0,0,1,0,5
3890486,Супер,0,0,1,0,1,0,5
3890512,Спасибо.,0,0,0,0,1,0,2
3890517,"Молодцы, оперативно. ",1,0,0,1,1,0,8
3890604,Вопрос решился быстро. Спасибо!,1,0,0,0,1,0,5
3890656,Спасибо 😉 ,0,0,0,0,1,0,2
3890678,Александру спасибо за объяснение причины бульканья ! ,0,0,0,1,1,0,5
3890716,спасибо! всё быстро!,1,0,0,0,1,0,5
3890952,Спасибо,0,0,0,0,1,0,2
3890985,Спасибо! Исправили мою ошибку,0,0,0,0,1,0,2
3891095,мастер сделал все очень быстро и аккуратно,1,0,1,0,1,0,8
3891173,спасибо!,0,0,0,0,1,0,2
3891188,спасибо за оперативность,1,0,0,0,1,0,5
3891298,Спасибо!,0,0,0,0,1,0,2
3891325,Очень вежливый и профессиональный мастер. Устранил все недочеты оперативно и качественно. Просто отлично. Спасибо ,1,0,1,0,1,0,8
3891380,"Иван, огромное спасибо вам ! ",0,0,1,0,1,0,5
3891477,Среагировали за 20 минут!!!!,1,0,0,0,1,0,5
3891489,"Спасибо специалисту Роману, который помог мне наконец-то решить мой вопрос! Очень грамотный и вежливый специалист) ",0,0,0,0,1,0,2
3891568,спасибо! в тот же день электрик решил проблему.,0,0,0,0,1,0,2
3891612,"Лифт и полы помыли , большое спасибо за уборку ! Ждём установку зеркал в лифтах",0,0,0,0,1,0,2
3891740,спасибо!,0,0,0,0,1,0,2
3891850,да все верно. спасибо,0,0,0,0,1,0,2
3891871,спасибо всё бистро устранили ,1,0,0,0,1,0,5
3891943,"Спасибо, вроде бы стало лучше. ",0,0,0,0,1,0,2
3892115,Спасибо большое за Вашу быструю и профессиональную помощь. ,0,1,0,0,1,0,5
3892189,"Все быстро, не смотря на поздний час.",1,0,0,0,0,1,3
3892247,Спасибо ,0,0,0,0,1,0,2
3892258,спасибо ,0,0,0,0,1,0,2
3892271,спасибо,0,0,0,0,1,0,2
3892432,ответ был предоставлен оперативно и в полном объеме,1,0,0,0,1,0,5
3892474,"Спасибо огромное,  напор стал отличным!",0,0,0,0,1,0,2
3892541,спасибо,0,0,0,0,1,0,2
3892548,Спасибо) там правда все убрали и стало прям чисто) если можете еще отмыть пятна чего-то… буду очень вам признателен) возможно там нужна не только тряпка),0,0,0,0,1,0,2
3892589,сделали,0,0,0,0,1,0,2
3892591,Спасибо мастеру Сергею за четкую работу! ,0,0,1,0,1,0,5
3892629,"Наконец - то. Очень надеюсь, что через 2 дня он не встанет снова",0,0,0,0,1,0,2
3892632,"Благодарим, очень оперативно!",1,0,0,0,1,0,5
3892659,"Быстро, мастеру большое спасибо",1,0,1,0,1,0,8
3892748,"Вопрос решен быстро, спасибо мастеру. Фото выполненной работы приложил и даже позвонил!",1,0,1,0,1,0,8
3892858,главное что проблема решена! спасибо!,0,0,0,0,1,0,2
3892909,Спасибо.. все сделали быстро .. очень вежливые сотрудники. ,1,0,1,0,1,0,8
3892910,"спасибо, что решили проблему оперативно ",1,0,0,0,1,0,5
3893074,"Оперативно, внимательно, вежливо. Спасибо. ",1,0,0,0,1,0,5
3893110,"Спасибо, всё оперативно сделали!",1,0,0,0,1,0,5
3893437,Была распечатана бумажная квитанция.Хочу поблагодарить работника расчетного отдела за разьяснения по квитанции и как найти электронный вариант квитанции в приложение Самолет+УК,0,0,1,0,1,0,5
3893476,Заявка быстра принята в работу. Проблема решена. Спасибо! ,0,1,0,0,1,0,5
3893532,Молодцы! Быстро! 😁,1,0,0,0,1,0,5
3893660,Спасибо,0,0,0,0,1,0,2
3893735, Спасибо большое за оперативность👍👍👍,1,0,0,0,1,0,5
3893847,Благодарю!,0,0,0,0,1,0,2
3893860,"Спасибо большое,всех благ и процветание вашей компании ",0,1,0,0,1,0,5
3893967,спасибо электрику,0,0,0,0,1,0,2
3894014,Спасибо ,0,0,0,0,1,0,2
3894023,Спасибо ,0,0,0,0,1,0,2
3894064,всё грамотно по полочкам объяснил,0,0,1,0,1,0,5
3894130,благодарю за быстро и качественно оказанную услугу,1,0,0,0,1,0,5
3894191,Спасибо за оперативное решение вопроса! ,1,0,0,1,1,0,8
3894264,Спасибо ,0,0,0,0,1,0,2
3894294,Спасибо ,0,0,0,0,1,0,2
3894326,"Огромное спасибо, быстро и качественно ",1,0,0,0,1,0,5
3894383,спасибо,0,0,0,0,1,0,2
3894419,Спасибо большое за оперативность ,1,0,0,0,1,0,5
3894423,Спасибо большое! ,0,0,0,0,1,0,2
3894439,спасибо! ,0,0,0,0,1,0,2
3894440,спасибо за ремонт!,0,0,0,0,1,0,2
3894680,благодарю менеджера Татьяну ,0,0,1,0,1,0,5
3894684,благодарю менеджера ,0,0,1,0,1,0,5
3894714,сотрудники молодцы!,0,0,1,0,1,0,5
3894876,Большое спасибо ,0,1,0,0,1,0,5
3894890,Большое спасибо ,0,1,0,0,1,0,5
3894893,оперативно и качественно! браво!,1,0,0,1,1,0,8
3894902,Спасибо огромное! Оперативно и качественно решили проблему! ,1,0,0,0,1,0,5
3894919,сделали,0,0,0,0,1,0,2
3894947,Спасибо!,0,0,0,0,1,0,2
3895024,спасибо за оперативность,1,0,0,0,1,0,5
3895042,"Поднималась сегодня с утра, запаха нет совсем. Спасибо большое ",0,0,0,0,1,0,2
3895051,"Специалист проконсультировал, сориентировал по срокам.",0,0,1,0,1,0,5
3895064,"спасибо, быстро и качественно. ",1,0,0,0,1,0,5
3895084,Спасибо ,0,0,0,0,1,0,2
3895126,спасибо. ,0,0,0,0,1,0,2
3895181,Спасибо за оперативность 💫💫💫,1,0,0,0,1,0,5
3895221,Все отлично! Спасибо ,0,0,0,0,1,0,2
3895423,"Спасибо, большое!!!",0,0,0,0,1,0,2
3895493,Спасибо  большое ! ,0,0,0,0,1,0,2
3895519,Быстро и оперативно ,1,0,0,0,1,0,5
3895561,Спасибо ,0,0,0,0,1,0,2
3895566,все отлично,0,0,0,0,1,0,2
3895624,Оперативно. Пока работает ,1,0,1,0,1,0,8
3895634,"Лика, спасибо Вам за оперативный ответ и подробные разъяснения по работе с приложением! ",0,0,0,0,1,0,2
3895642,Спасибо большое ,0,0,0,0,1,0,2
3895794,Отличный сотрудник ,0,0,1,0,1,0,5
3895805,Спасибо Мастеру Олегу!,0,0,1,0,1,0,5
3895874,"Для точной оценки нужно пережить зиму и понять, лучше стало или нет",0,0,0,0,1,0,2
3895925,"Спасибо большое за оперативность!)👍 Уже оценили песочек - очень хороший, чистый))) Дети были очень рады что в песочнице достаточное количество песка!)) 🤗",1,0,0,0,1,0,5
3896179,Быстро.Качественно.,1,0,0,0,1,0,5
3896191,Спасибо большое всё решили быстро!,1,0,0,0,1,0,5
3896230,"оперативно, быстро .",1,0,0,0,1,0,5
3896394,Спасибо,0,0,0,0,1,0,2
3896480,"оказали не только услугу по приобретению ключа,но ещё установили приложение УК Самолёт!!!",0,0,0,0,1,0,2
3896509,Приходил мастер все отрегулировал большое спасибо ,0,0,1,0,1,0,5
3896614,Оперативно ,1,0,0,0,1,0,5
3896717,спасибо за консультацию,0,0,0,0,1,0,2
3896735,"Парни (установщики) отработали на 5+, а вот упаковка не очень , тк не полный комплект фурнитуры (отсутствовали в комплекте нижняя ответка, пришлось колхозить и отпиливать кусок от старой ответки, а также шурупы отсутствовали)",0,0,1,0,1,0,5
3896818,Спасибо! Всё хорошо ,0,1,0,0,1,0,5
3896822,Все ок,0,0,0,0,1,0,2
3896870,Сразу бы так,0,0,0,0,1,0,2
3896928," Ответ получен. Спасибо, что результатом стало уточнение и меня поняли. ",0,0,0,0,1,0,2
3896945,"Благодарю за обратную связь. За возможность добавить необходимый документ в ЛК приложения и тем самым решить вопрос, не посещая клиентский офис. При звонке было вежливое, доброжелательное отношение. ",0,0,0,0,1,0,2
3896981,Прислали на следующий день.,0,0,0,0,1,0,2
3897000,Очень быстро отреагировали. Работа качественная!,1,0,1,0,1,0,8
3897003,Ну устранено,0,0,0,0,1,0,2
3897016,спасибо за подсказки и внимательное отношение ,0,0,0,0,1,0,2
3897067,Сантехник связался сразу. Вопрос решен. ,0,0,0,0,1,0,2
3897113,Спасибо технику),0,0,0,0,1,0,2
3897118,Благодарю.  Всё отлично 👍. ,0,0,0,0,1,0,2
3897184,Спасибо!,0,0,0,0,1,0,2
3897192,спасибо ,0,0,0,0,1,0,2
3897201,Сантехник был ,0,0,0,0,1,0,2
3897252,подсказали куда обратиться для решения вопроса,0,0,0,0,1,0,2
3897281,Спасибо большое за информацию. Татьяна молодец!,0,0,0,0,1,0,2
3897654,"электрик пришёл в день обращения, снял показания, счеткик работает, сотрудник вежливый. благодарю. ",0,0,1,0,1,0,5
3897730,Все было сделано быстро и качественно.,1,0,0,0,1,0,5
3897737,Все было сделано быстро и качественно.,1,0,0,0,1,0,5
3897741,Все было сделано быстро и качественно.,1,0,0,0,1,0,5
3897826,Спасибо,0,0,0,0,1,0,2
3897831,"Напор стал гораздо сильнее, небо и земля. Быстро поняли причину слабого напора. Спасибо ",1,0,0,0,1,0,5
3898045,"Спасибо за вашу работу! Вычислить бы, кто вырвал предыдущий доводчик и наказать! А вам спасибо!",0,0,0,0,1,0,2
3898232,да открыла спасибо,0,0,0,0,1,0,2
3898417,"быстро позвонили, пришли все сделали,спасибо ",1,0,0,0,1,0,5
3898427,"Молодцы, очень оперативно!!!!! Прям минус одна головная боль ",1,0,0,0,1,0,5
3898572,"Очень быстро, качественно. Спасибо! 🤝",1,0,0,0,1,0,5
3898709,спасибо большое за разъяснения и за оперативность,1,0,0,0,1,0,5
3898733,Спасибо ,0,0,0,0,1,0,2
3898761,"сотрудники работают на 5+ ! мгновенно обрабатываются заявки, ответ поступает сразу и всё решается.отличный сервис, очень приятно)",0,1,1,0,1,0,8
3898762,Быстро и понятно ,1,0,0,0,1,0,5
3898819,Спасибо за консультацию!,0,0,0,0,1,0,2
3898847,спасибо за оперативность ,1,0,0,0,1,0,5
3898925,спасибо,0,0,0,0,1,0,2
3899012,"Просто и удобно, а также быстро и экономия времени и ресурсов.",1,0,0,0,1,0,5
3899166,Отлично!,0,0,0,0,1,0,2
3899751,Спасибо! ,0,0,0,0,1,0,2
3899781,Норм,0,0,0,0,1,0,2
3899842,Отлично все сделано 5 балов.,0,0,0,0,1,0,2
3899902,четвёрка за то что выслали только со второго раза. нужную квитанцию! ,0,0,0,0,1,0,2
3899994,Спасибо! ,0,0,0,0,1,0,2
3900024,отлично👍👏😆,0,0,0,0,1,0,2
3900150,спс,0,0,0,0,1,0,2
3900408,"Спасибо большое, все получила ",0,0,0,0,1,0,2
3900525,"Спасибо ,очень оперативно ",1,0,0,0,1,0,5
3900539,"благодарю мастера, всё объяснил и дал рекомендации",0,0,1,0,1,0,5
3900559,Ребята молодцы,0,0,1,0,1,0,5
3900602,Спасибо за оперативное решение,1,0,0,1,1,0,8
3900618,спасибо,0,0,0,0,1,0,2
3900686,спасибо!,0,0,0,0,1,0,2
3900690,"оперативно, спасибо",1,0,0,0,1,0,5
3900869,Большое спасибо мастеру!,0,0,1,0,1,0,5
3900886,"к оказанию самой услуги и сантехнику претензий нет. а вот, то что отключения происходят регулярно - крайне негативно сказывается на впечатление о компании Самолет УК",0,0,1,0,1,0,5
3901066,Спасибо!,0,0,0,0,1,0,2
3901093,спасибо! ,0,0,0,0,1,0,2
3901101,"Специалист компетентно объяснил, что необходимо сделать таких случаях! Игорь Золотухин 👍",0,0,1,0,1,0,5
3901168,Быстро и чётко,1,0,0,0,1,0,5
3901182,Всё хорошо,0,1,0,0,1,0,5
3901194,Владимир грамотно и здорово и быстро все сделал,1,0,0,0,1,0,5
3901238,Отличный сервис! ,0,1,0,0,1,0,5
3901247,огромное спасибо,0,0,0,0,1,0,2
3901257,"Спасибо! Сервис работает, это самое главное :)",0,1,1,0,1,0,8
3901356,"Все отлично,позвонили,ответ предоставили ",0,0,0,0,1,0,2
3901414,Заявка была отработана в течение 5-ти минут.  Благодарю за оперативность!,1,0,1,0,1,0,8
3901433,"Все отлично, спасибо",0,0,0,0,1,0,2
3901446,Оперативное решение! Спасибо),1,0,0,1,1,0,8
3901616,"Татьяна оперативно решила вопрос,очень отзывчивая 👍",1,0,0,0,1,0,5
3901836,Все гуд,0,0,0,0,1,0,2
3901932,Все отлично.👍,0,0,0,0,1,0,2
3901987,"Поприветствовали, предложили присесть. Всё быстро оформили. Спасибо. ",1,0,0,0,1,0,5
3902000,"Спасибо что убрали надпись. Думал, будет аккуратнее ",0,0,0,0,1,0,2
3902088,все быстро и четко ,1,0,0,0,1,0,5
3902093,"Добрый день! Заявка была выполнена качественно, сотрудники грамотные,очень вежливые, большое им спасибо! ",0,0,1,0,1,0,5
3902383,спасибо за помощь от подключившихся инженеров.,0,0,0,0,1,0,2
3902482,Замечательный мастер! Все очень оперативно и качественно. Добрый человек с золотыми руками! Огромное спасибо!!!,1,0,1,0,1,0,8
3902496,"Благодарю, хотя я уже давно просила и получаю на эл.почту, но почему-то ещё и бумажные получала.",0,0,0,0,1,0,2
3902529,Вопрос был решен оперативно) спасибо большое!,1,0,0,0,1,0,5
3902558,Молодцы!,0,0,0,0,1,0,2
3902632,Все ок ) спасибо ,0,0,0,0,1,0,2
3902786,"красавцы, быстро,  оперативно,  очень приятно в общении ",1,0,0,0,1,0,5
3902795,Хорошее обслуживание),0,0,0,1,1,0,5
3903165,Спасибо ,0,0,0,0,1,0,2
3903196,Спасибо!,0,0,0,0,1,0,2
3903218,спасибо за оперативность,1,0,0,0,1,0,5
3903268,спасибо!,0,0,0,0,1,0,2
3903272,Оперативно как всегда ,1,0,0,0,1,0,5
3903277,спасибо ,0,0,0,0,1,0,2
3903349,"Большое спасибо , оперативно поставили ограничители ",1,0,0,0,1,0,5
3903374,"одну звезду сняла за то,что отличается цвет плитки)",0,0,0,0,1,0,2
3903406,спасибо! быстро и оперативно,1,0,0,0,1,0,5
3903436,Горячая вода появилась.,0,0,0,0,1,0,2
3903453,"Оперативно, спасибо",1,0,0,0,1,0,5
3903479,Спасибо за оперативность ,1,0,0,0,1,0,5
3903480,Спасибо за оперативность ,1,0,0,0,1,0,5
3903556,Спасибо большое за оперативность 🙌🏻🌸,1,0,0,0,1,0,5
3903607,Вот теперь молодцы ,0,0,0,0,1,0,2
3903626,все отлично бистро устранили мастер хороши,0,0,1,0,1,0,5
3903666,"спасибо, проблема была решена",0,0,0,0,1,0,2
3903709,"спасибо за оперативность и грамотный, развёрнутый ответ) ",1,0,0,0,1,0,5
3903741,Спасибо большое! Заявка выполнена быстро и качественно!,1,0,0,0,1,0,5
3903798,Огромное спасибо ,0,0,0,0,1,0,2
3903951,Супер!!!,0,0,0,0,1,0,2
3903997,Выполнено быстро и качественно!,1,0,0,0,1,0,5
3904073,Всё  понятно объяснили.,0,0,1,0,1,0,5
3904265,Большое спасибо Василию за проделанную работу!,0,0,0,0,1,0,2
3904421,"Благодарю, помогли, а то до Вас никто не мог решить эту проблему, еще раз спасибо)",0,0,0,0,1,0,2
3904489,"Очень оперативно менеджер связался, ответил на вопросы и отправил необходимые документы. Благодарю!",1,0,0,0,1,0,5
3904503,"быстро отреагировали, запустили",1,0,0,0,1,0,5
3904606,Спасибо. Оперативно приняли заявку и отремонтировали.Лифт работает исправно.,1,0,1,0,1,0,8
3904693,Оперативно и надежно),1,0,0,0,1,0,5
3904810,Отлично,0,0,0,0,1,0,2
3904847,"Спасибо! Услуга оказана очень оперативно, удобный формат. Заказала ключ на выходных, в понедельник все было готово. Сотрудники вежливые и внимательные👍",1,0,1,0,1,0,8
3904911,"Все супер, Очень оперативно и профессионально, Спасибо ",1,0,0,0,1,0,5
3904952,Спасибо большое ,0,0,0,0,1,0,2
3905059,Всё быстро и качественно!👍,1,0,0,0,1,0,5
3905086,"Тот кто  выполнял заявку, чудо! Оперативно выполнили. Спасибо 👍🏻",1,0,0,0,1,0,5
3905337,"спасибо,жду бумажные платежные поручения со следующего месяца ",0,0,0,0,1,0,2
3905514,спасибо большое ,0,0,0,0,1,0,2
3905720,"лучший мастер на свете, нужно ему выдать премию ",0,0,1,0,1,0,5
3905785,работает! Спасибо,0,0,1,0,1,0,5
3905786,"Спасибо электрику, оперативно пришёл! ",1,0,0,0,1,0,5
3905829,спасибо,0,0,0,0,1,0,2
3905983,все отлично! ,0,0,0,0,1,0,2
3906025,Быстро ,1,0,0,0,1,0,5
3906032,"Хотелось, что бы каждый месяц присылали квитанцию на почту или в приложении",0,0,0,0,0,1,0
3906048,"Большое спасибо электрику! Ситуация была не из простых, но он обнаружил проблему и смог ее решить ",0,0,0,0,1,0,2
3906126,Сантехник молодец! Устранил утечку воды выше по этажу и в нас перестала течь вода. Молодец! ,0,0,1,0,1,0,5
3906279,благодарю,0,0,0,0,1,0,2
3906380,спасибо большое за работу и оперативность,1,0,0,0,1,0,5
3906407,"жалко, что при оплате счетов через банк, в приложении не отображается информация об оплате и приходится загружать квитанции дополнительно и подтверждать факт оплаты",0,0,0,0,0,1,0
3906425,Благодарю ,0,0,0,0,1,0,2
3906535,Все быстро и качественно ,1,0,0,0,1,0,5
3906752,"спасибо большое, жаль, что там уже опять намусорили(",0,0,0,0,1,0,2
3906774,спасибо ,0,0,0,0,1,0,2
3906789,"спасибо, теперь она закрывается ",0,0,0,0,1,0,2
3906906,спасибо ,0,0,0,0,1,0,2
